ObjectID,Proposed Management Action,Strategy,Scale,Resources,Data Requirements,Lead Organisation,Potential Partners,Capital Cost,In-Kind Contributions,Maintainance Required,Annual Cost,Funding Available,Completion Date,District,Costing Certainty,Funding Shortfall,Funding_Status_TRUE,Shortfall_Captial,Shortfall_In-Kind,Shortfall_Annual,Conditioned_Total_Costings,Combined_Costings,Choosing the Costing Variable,Filtered_Costings_Data
7215,B,Improve fish access at the confluence with the Lugar Water and improve habitat at the Industrial park (bed of burn made of gabion baskets). Design and construct appropriate solutions to improve fish access.,1,,,Ayrshire Rivers Trust,"Scottish Water, East Ayrshire Council, Landowners, SEPA",50000,,Yes,,Unfunded,Within 5 Years,Ayr,Little Confidence,50000,Unfunded,Yes,No,No,,50000,50000,50000
7432,B,Work with SEPA and owner of structure to design an option for full or partial removal,1,,Structural report of weir and surrounding infrastructure,SEPA,"Ayrshire Rivers Trust, owner",50000,,No,,Unfunded,Within 5 Years,Irvine and Garnock,Estimate,50000,Unfunded,Yes,No,No,,50000,50000,50000
7686,O,Design and initiate an eradication strategy to control these weeds across the catchment.,5,,,Ayrshire Rivers Trust,"Landowners, DSFB",50000,0,Yes,,Unfunded,More than 5 Years,Girvan,Fairly Confident,50000,Unfunded,Yes,No,No,,50000,50000,50000
7823,L,Identify pressures on our rivers,1,https://forthriverstrust.org/science/ ,,Forth Rivers Trust,Scottish Water,15000,10000,Yes,20000,Unfunded,More than 5 Years,Forth,,50000,Unfunded,No,No,No,95000,45000,95000,95000
7703,G,Provide stock proof fencing to protect buffers and plant them with locally sourced broadleaf trees. Add large woody debris to create instream diversity,3,,,Ayrshire Rivers Trust,"Landowners, DSFB",47600,0,No,,Unfunded,More than 5 Years,Girvan,Very Confident,47600,Unfunded,Yes,No,No,,47600,47600,47600
2294,K,1) Discuss with CNPA to determine most likely area of Dam construction across the catchment 2) Map out juvenile salmonid densities in areas of high dam likelyhood 3) Develop potential mitigation strategies based around the most high risk of conflict areas,5,https://cairngorms.co.uk/caring-future/cairngorms-nature/priority-species/eurasian-beaver/,"Probability map of beaver dam location, predicted beaver movements post-release, juvenile salmonid density and redd count density",SFB,CNPA,50000,2500,Yes,0,Partially Funded,Within 1 Year,Spey,Fairly Confident,45000,Funded,No,No,No,97500,52500,97500,97500
7399,G,Investigate state of erosion and investigate green engineering costs of stabilising eroding river banks using locally sourced willow and brash bundles. Ensure stock proof fencing protects the banks.,1,,,Ayrshire Rivers Trust,Landowner,45000,,No,,Unfunded,Within 5 Years,Irvine and Garnock,Estimate,45000,Unfunded,Yes,No,No,,45000,45000,45000
7755,L,Monitoring of fish farms,5,https://www.nature.scot/professional-advice/land-and-sea-management/managing-freshwater/freshwater-aquaculture ,Data on inland fish farming activity both historic and planned,Forth District Salmon Fishery Board,"Fish Health Inspectorate
Angling clubs
Marine Directorate
Forth Rivers Trust",40000,5000,Yes,5000,Unfunded,Annual,Forth,Estimate,45000,Unfunded,No,No,No,95000,50000,95000,95000
7806,N,Delivery of engagement project,5,"https://forthriverstrust.org/project/fish-in-the-classroom/#:~:text=Fish%20in%20the%20Classroom%20consists,the%20wildlife%20that%20use%20them.",,Forth Rivers Trust,"Schools
Angling Clubs",15000,5000,No,15000,Funding Secured,Annual,Forth,Fairly Confident,45000,Funded,No,No,No,80000,35000,80000,80000
7205,F,"Manage grazing and plant them with locally sourced broadleaf trees, provide wooden basket guards or fencing compartements. Removal of plastic tree guards to be recylced once trees have reached sufficient size.",3,,,Ayrshire Rivers Trust,"Landowners, DSFB, AECS, RSPB, Local Authority",44000,,No,,Unfunded,,Ayr,Fairly Confident,44000,Unfunded,Yes,No,No,,44000,44000,44000
7664,O,"Continue to support the control of Giant hogweed, Japanese knotweed and Himalayan balsam across the catchment through spraying and targeted control using stem injection methods.",5,,,Ayrshire Rivers Trust,Landowner and DSFB,40000,0,Yes,,Unfunded,Annual,Doon,Fairly Confident,43000,Unfunded,No,No,No,83000,40000,83000,83000
7183,G,"Provide stock proof fencing to protect buffers, manage grazing and plant them with locally sourced broadleaf trees. Removal of plastic tree guards to be recylced once trees have reached sufficient size.",4,,,Ayrshire Rivers Trust,Landowner and DSFB,42400,,No,,Unfunded,More than 5 Years,Ayr,Very Confident,42400,Unfunded,Yes,No,No,,42400,42400,42400
7204,F,"Provide stock proof fencing to protect buffers, manage grazing and plant them with locally sourced broadleaf trees. Removal of plastic tree guards to be recylced once trees have reached sufficient size.",3,,,Ayrshire Rivers Trust,"Landowners, DSFB, AECS, RSPB, Local Authority",41812,,No,,Unfunded,,Ayr,Fairly Confident,41812,Unfunded,Yes,No,No,,41812,41812,41812
7736,Q,"Provide stock proof fencing to protect buffers, manage grazing and plant them with locally sourced broadleaf trees.",1,,,DSFB,Ayrshire Rivers Trust and Landowners,41560,0,No,,Unfunded,More than 5 Years,Stinchar,Fairly Confident,41560,Unfunded,Yes,No,No,,41560,41560,41560
2446,G,"Work with estates, local farmer and seek funding from Nature Scot or other grant provider",4,,,WRFT,"estates, local farmer, deer management groups",40000,0,Yes,1000,Unfunded,Within 2 Years,Wester Ross,Estimate,41000,Unfunded,No,No,No,82000,41000,82000,82000
1942,,"Stock fencing, tree planting, willow spiling for bank stabilisation.

 Initiate discussion with landowners and tenants

 Explore possible funding opportunities",1,See River Brora Fisheries Review and management Plan 2020 to 2025,See River Brora Fisheries Review and management Plan 2020 to 2025,Landowner with assistance from the DSFB,Landowner with assistance from the DSFB,0,500,Yes,0,Unfunded,Within 4 Years,Brora,Little Confidence,40000,Unfunded,No,No,No,40500,500,40500,40500
2166,F,Continue discussions with landowner's agent.  Undertake surveys with geomorphologist to understand cost and how practical to restore burn.  Source funding to undertake work if feasible.,1,https://www.nathonjones.com/files/2018%20BLADNOCH%20LIMING%20FEASIBILITY%20STUDY%20REPORT.pdf,Feasibility study required from geomorphologist,GFT,"BDSFB, NatureScot, SEPA",35000,0,Yes,1000,Unfunded,Within 3 Years,Bladnoch,Estimate,40000,Unfunded,No,No,No,76000,36000,76000,76000
3087,G,"Work with partners to obtain the necessary permissions to do the work, raise the necessary funds, and then implement the work.",1,,"Flood Risk Analysis, juvenile fish surveys, invertbrate surveys, general ecological surveys",LLTCT,"LLTCT, SRUC",50000,5000,Yes,2000,Partially Funded,Within 2 Years,Tay,Estimate,40000,Funded,No,No,No,97000,57000,97000,97000
3529,L,"To liase with Local angling clubs and associations,  River Clyde Fishery Management Trust, NatureScot.",4,None,Predator counts.,Local angling clubs and associations,"River Clyde Fisheries Mangement Trust,  Marine Directorate, NatureScot, Fisheries Management Scotland, Clyde River Foundation.",20000,0,Yes,20000,Unfunded,More than 5 Years,Clyde,Estimate,40000,Unfunded,No,No,No,80000,40000,80000,80000
7667,G,Stabilise eroding river banks using locally sourced willow steaks and brash bundles. Ensure stock proof fencing protects the banks.,3,,,Ayrshire Rivers Trust,Landowner and DSFB,40000,0,No,,Unfunded,More than 5 Years,Doon,Fairly Confident,40000,Unfunded,Yes,No,No,,40000,40000,40000
7748,J,Provide training to clubs and proprietors in the use of non lethal methods for protecting salmonids in their rivers. Support clubs and proprietors with knowledge transfer on the process for lethal control measures,5,https://forthriverstrust.org/rivers-wildlife/learn/wildlife/birds/ ,Data on piscivorous bird populations both predicted and historic,Forth District Salmon Fishery Board,"Scottish Government
NatureScot
Proprietors
Angling clubs",10000,10000,Yes,20000,Unfunded,Annual,Forth,Estimate,40000,Unfunded,No,No,No,80000,40000,80000,80000
7233,Q,"Provide stock proof fencing to protect buffers, manage grazing and plant them with locally sourced broadleaf trees.Removal and recycling of plastic tree guards when trees reach a sufficient height. ",1,,,Ayrshire Rivers Trust,Landowner and DSFB,39860,,No,,Unfunded,More than 5 Years,Doon,Fairly Confident,39360,Unfunded,No,No,No,79220,39860,79220,79220
7252,Q,"Low denisty grazing in place, plant areas with locally sourced broadleaf trees using guards and heavy duty stakes. Removal of tree guards once trees reach appropriate height.",5,,,Ayrshire Rivers Trust,Landowner and DSFB,36000,,No,,Unfunded,More than 5 Years,Doon,Fairly Confident,38000,Unfunded,No,No,No,74000,36000,74000,74000
7721,Q,"Provide stock proof fencing to protect buffers, manage grazing and plant them with locally sourced broadleaf trees.",1,,,Ayrshire Rivers Trust,Landowner and DSFB,37400,0,No,,Unfunded,More than 5 Years,Stinchar,Fairly Confident,37400,Unfunded,Yes,No,No,,37400,37400,37400
7193,G,"Provide stock proof fencing to protect buffers, manage grazing and plant them with locally sourced broadleaf trees. Removal of plastic tree guards to be recylced once trees have reached sufficient size.",4,,,Ayrshire Rivers Trust,Landowner and DSFB,37120,,No,,Unfunded,More than 5 Years,Ayr,Very Confident,37120,Unfunded,Yes,No,No,,37120,37120,37120
7735,Q,"Provide stock proof fencing to protect buffers, manage grazing and plant them with locally sourced broadleaf trees.",1,,,Ayrshire Rivers Trust,Landowner and DSFB,36800,0,No,,Unfunded,More than 5 Years,Stinchar,Fairly Confident,36800,Unfunded,Yes,No,No,,36800,36800,36800
2090,J,"The Board will continue to record seals in the river, supported by key observers, and report to SMRU to identify individual seals that are damaging to the fishery. The Board will continue to support SMRU and MSS to estimate the number of seals in the river using photo identification and to develop remote video technology to eble automatic detection of seals, which has been trialed in 2020. The Board will continue to highlight to Scottish Government the impact that some seals can have on salmon stocks and fisheries. Press for Scottish Government to provide resources to urgently develop effective, non-lethal seal deterrents. Encourage and support trials to link automatic video detection of seals with scaring techniques, such as sensor-triggered startle devices, to deter seals in the river. Work with SMRU and MSS to undertake tests of the effectiveness of different deterrents on the Dee. Use scaring techniques to deter seals until effective, automatic scaring devices are available. Patrols will be carried out at the start of the fishing season and following persistent observations of seals at a location during the fishing season.  It is expected that this work will be done in conjunction with any impacted fishing beats. To reduce the impact on fisheries, it is important that seals are not negatively promoted to anglers. At a tiol level, the importance of salmon to maintaining seal populations along our coastlines should be highlighted positively.",3,,Accurate records of individual seals entering the river. Better knowledge of effectiveness of seal scaring devices.,Dee DSFB,"SMRU, FMS, MSS, tureScot",11500,16575,Yes,21575,Unfunded,Annual,Dee,Little Confidence,35000,Unfunded,No,No,No,84650,49650,84650,84650
2935,F,Employ a restoration Project Officer to liase with landowners and  deliver riparian and instream habitat improvements as outlined in the survey report. Identify agri-environment and forestry grants to fund works and where not possible identify other sources of funding.,1,,Hydromorphology surveys,DBIRT,"Deveron DSFB, AST",6600,2000,Yes,0,Partially Funded,Within 5 Years,Deveron,Little Confidence,35000,Funded,No,No,No,43600,8600,43600,43600
2941,B,Monitor existing potential barriers to ensure fish passage remains clear and ease passage where necessary. Ensure no new barriers are created and salmonids can access all parts of the catchment.,4,,Monitor condition and stutus of known potential barriers and fish passes.,DBIRT,"Deveron DSFB, SEPA",0,900,Yes,0,Partially Funded,Annual,Deveron,N/A,35000,Funded,No,No,No,35900,900,35900,35900
3110,B,Raise funds for PIT tagging smolts leaving the River Lochay and the installation of an adult salmon detector on the adult fish pass at Lochay Falls. Compare return rates of smolts left to pass through the loch naturally and others released downstream of the loch.,3,,,TRT,"SEPA, SSE, Marine Scotland, NatureScot",25000,10000,No,10000,Unfunded,Within 5 Years,Tay,Estimate,35000,Unfunded,No,No,No,80000,45000,80000,80000
